full_id,osm_id,osm_type,building,reg_id,ownership,addr:subdistrict,addr:district,addr:county,military,official_name,tower:type,healthcare,generator:source,trade,nurses_num,electricity,doctors_num,operator_name,emergency,dispensing,bed_count,product,industrial,operational_status,drinking_water,shop,layer,power,public_transport,tourism,denomination,pump,man_made,waste,construction,service_times,religion,capacity,toilets:handwashing,toilets:disposal,toilets:access,fee,phone,operator,opening_hours,brand:wikidata,brand,addr:state,description,amenity,office,name,addr:street,type,building:material,building:levels,addr:city,Building_Code,Ward_Code,Block_Code,Building_Area_m2,Building_Source,AI_Confidence,Boundary_Flag
w304362512,304362512,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B097-BLD0003,W08,W08-B097,159.99745560814554,OSM existing,,False
w304362513,304362513,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B041-BLD0004,W08,W08-B041,105.42457040916092,OSM existing,,True
w304362514,304362514,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B004-BLD0005,W08,W08-B004,117.38350532430228,OSM existing,,False
w304362515,304362515,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B004-BLD0006,W08,W08-B004,105.4055559524372,OSM existing,,False
w304362516,304362516,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B097-BLD0004,W08,W08-B097,94.86703410291418,OSM existing,,False
w304362517,304362517,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B052-BLD0001,W08,W08-B052,121.0201209199581,OSM existing,,False
w304362518,304362518,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W08-B052-BLD0002,W08,W08-B052,146.3964059264954,OSM existing,,False
w304362519,304362519,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B052-BLD0003,W08,W08-B052,120.64208170964714,OSM existing,,True
w304362520,304362520,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B044-BLD0001,W08,W08-B044,11.052869463606633,OSM existing,,False
w304362521,304362521,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,pitlatrine,permissive,no,,,,,,,,toilets,,,Gbluyee Community,,,,Ganta,W08-B004-BLD0007,W08,W08-B004,118.31630896521938,OSM existing,,False
w304362522,304362522,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B097-BLD0005,W08,W08-B097,119.55878129321576,OSM existing,,False
w304362523,304362523,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ganta,W08-B097-BLD0006,W08,W08-B097,105.33155046071553,OSM existing,,False
w304362524,304362524,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B097-BLD0007,W08,W08-B097,114.32839180485125,OSM existing,,False
w304362525,304362525,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B097-BLD0008,W08,W08-B097,105.39530969942922,OSM existing,,False
w304362526,304362526,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B041-BLD0005,W08,W08-B041,105.36931109275216,OSM existing,,False
w304362527,304362527,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gblayee Community,,brick,1,Ganta,W08-B004-BLD0008,W08,W08-B004,133.60825824004314,OSM existing,,False
w304362528,304362528,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gboeyee Community Road,,brick,1,Ganta,W08-B004-BLD0009,W08,W08-B004,61.238204667314754,OSM existing,,False
w304362529,304362529,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B048-BLD0001,W08,W08-B048,165.57600197262292,OSM existing,,True
w304362530,304362530,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B004-BLD0010,W08,W08-B004,105.47129931348229,OSM existing,,False
w304362531,304362531,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee Community,,brick,1,Ganta,W08-B052-BLD0004,W08,W08-B052,155.60892405827747,OSM existing,,False
w304362532,304362532,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B097-BLD0009,W08,W08-B097,117.31575984516542,OSM existing,,False
w304362533,304362533,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B097-BLD0010,W08,W08-B097,83.0071396643327,OSM existing,,True
w304362534,304362534,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B004-BLD0011,W08,W08-B004,117.25808745208307,OSM existing,,False
w304362535,304362535,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gboeyee Community Road,,brick,1,Ganta,W08-B004-BLD0012,W08,W08-B004,105.43442075958836,OSM existing,,False
w304362536,304362536,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee Community,,brick,1,Ganta,W08-B004-BLD0013,W08,W08-B004,105.39969610744942,OSM existing,,False
w304362537,304362537,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B097-BLD0011,W08,W08-B097,147.61102124663535,OSM existing,,False
w304362538,304362538,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gblayee Community,,brick,1,Ganta,W08-B004-BLD0014,W08,W08-B004,61.826441497021776,OSM existing,,False
w304362539,304362539,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B004-BLD0015,W08,W08-B004,105.28613788750033,OSM existing,,True
w304362540,304362540,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B052-BLD0005,W08,W08-B052,134.15838852098256,OSM existing,,True
w304362541,304362541,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B052-BLD0006,W08,W08-B052,110.60649834695712,OSM existing,,False
w304362542,304362542,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B142-BLD0002,W08,W08-B142,54.83035668021066,OSM existing,,False
w304362543,304362543,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gblayee Community,,brick,1,Ganta,W08-B004-BLD0016,W08,W08-B004,105.39846657427864,OSM existing,,False
w304514211,304514211,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,,Ganta,W08-B101-BLD0001,W08,W08-B101,159.4287744814963,OSM existing,,False
w304514224,304514224,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B188-BLD0001,W08,W08-B188,131.5053421567955,OSM existing,,True
w304623428,304623428,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B010-BLD0001,W09,W09-B010,574.3607205416731,OSM existing,,False
w304623430,304623430,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B010-BLD0002,W09,W09-B010,157.99234050719656,OSM existing,,False
w304623797,304623797,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitlatrine,permissive,,,,,,,,,toilets,,,,,,,Ganta,W09-B062-BLD0001,W09,W09-B062,16.66686530661812,OSM existing,,True
w304623798,304623798,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitlatrine,permissive,,,,,,,,,toilets,,,,,,,Ganta,W09-B062-BLD0002,W09,W09-B062,18.26283800158565,OSM existing,,False
w305365591,305365591,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B001-BLD0013,W05,W05-B001,13.41775974825929,OSM existing,,True
w305389273,305389273,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B040-BLD0001,W08,W08-B040,113.65331032237427,OSM existing,,False
w305389276,305389276,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:45-12:45,,,,,,,John Wesley Pearson Junior High School,,,brick,1,Ganta,W09-B137-BLD0002,W09,W09-B137,386.48166367679187,OSM existing,,False
w305389279,305389279,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee Community,,brick,1,Ganta,W08-B040-BLD0002,W08,W08-B040,150.3264726483683,OSM existing,,False
w305389287,305389287,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B112-BLD0001,W08,W08-B112,105.20892375703426,OSM existing,,True
w305389288,305389288,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,58,,,,yes,0880131695,,,,,,"Training school for Generator repair, computer studies, first aid nursing.",school,,Bangladesh Liberia Friendship Training Center,Ganta M Street,,cement_block,1,Ganta,W09-B137-BLD0003,W09,W09-B137,74.83566886315789,OSM existing,,False
w305389300,305389300,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B133-BLD0002,W09,W09-B133,60.90509786733136,OSM existing,,False
w305389302,305389302,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,1,Ganta,W09-B130-BLD0001,W09,W09-B130,133.7118550555758,OSM existing,,False
w305389303,305389303,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B051-BLD0001,W09,W09-B051,70.47983053962862,OSM existing,,False
w305389304,305389304,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B040-BLD0003,W08,W08-B040,127.39360403974906,OSM existing,,False
w305389305,305389305,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,,Ganta,W08-B178-BLD0001,W08,W08-B178,93.13509819734854,OSM existing,,False
w305389309,305389309,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B148-BLD0001,W09,W09-B148,63.370705811604516,OSM existing,,False
w305389310,305389310,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B038-BLD0001,W09,W09-B038,112.29313058505029,OSM existing,,False
w305389313,305389313,way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W09-B130-BLD0002,W09,W09-B130,155.02738829080772,OSM existing,,False
w305389315,305389315,way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B038-BLD0002,W09,W09-B038,153.61661003230165,OSM existing,,False
w305389316,305389316,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W09-B130-BLD0003,W09,W09-B130,124.71913593717088,OSM existing,,False
w305389323,305389323,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B040-BLD0004,W08,W08-B040,67.76528747156877,OSM existing,,False
w305389324,305389324,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B006-BLD0001,W08,W08-B006,100.54762541147093,OSM existing,,False
w305389330,305389330,way,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B109-BLD0001,W08,W08-B109,284.9990206998026,OSM existing,,False
w305389336,305389336,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B112-BLD0002,W08,W08-B112,136.2783409879353,OSM existing,,False
w305389337,305389337,way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B038-BLD0003,W09,W09-B038,153.7324178402148,OSM existing,,False
w305389339,305389339,way,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Su 08:00-10:00,christian,,,,,,,,,,,,,place_of_worship,,Jesus Christ The Answers Ministries,,,metal,1,Ganta,W09-B053-BLD0001,W09,W09-B053,151.2897641208038,OSM existing,,False
w305389341,305389341,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,,Ganta,W08-B178-BLD0002,W08,W08-B178,138.07056789183724,OSM existing,,False
w305389345,305389345,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B147-BLD0001,W09,W09-B147,45.53460687814654,OSM existing,,False
w305389351,305389351,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B058-BLD0002,W09,W09-B058,118.79364257259431,OSM existing,,False
w305389355,305389355,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W09-B021-BLD0001,W09,W09-B021,204.67885464214174,OSM existing,,False
w305389360,305389360,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B074-BLD0001,W08,W08-B074,127.65712445189727,OSM existing,,False
w305389362,305389362,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B147-BLD0002,W09,W09-B147,165.0496818036675,OSM existing,,False
w305389363,305389363,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B058-BLD0003,W09,W09-B058,97.24506755546189,OSM existing,,False
w305389364,305389364,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B080-BLD0001,W09,W09-B080,107.29301541072373,OSM existing,,False
w305389365,305389365,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee community,,brick,1,Ganta,W08-B112-BLD0003,W08,W08-B112,86.38302252542186,OSM existing,,False
w305389369,305389369,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Town community,,brick,1,Ganta,W08-B070-BLD0001,W08,W08-B070,117.02667686605987,OSM existing,,False
w305389370,305389370,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B145-BLD0001,W09,W09-B145,116.91772745173405,OSM existing,,False
w305389374,305389374,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gboyee Community Road,,brick,1,Ganta,W08-B112-BLD0004,W08,W08-B112,102.51903678449453,OSM existing,,False
w305389377,305389377,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B038-BLD0004,W09,W09-B038,296.6060461654676,OSM existing,,False
w305389390,305389390,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W09-B108-BLD0001,W09,W09-B108,165.05859815329094,OSM existing,,False
w305389395,305389395,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B193-BLD0001,W08,W08-B193,109.31244064983872,OSM existing,,False
w305389397,305389397,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B040-BLD0005,W08,W08-B040,115.76487812876294,OSM existing,,False
w305389399,305389399,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Town community,,brick,1,Ganta,W08-B113-BLD0001,W08,W08-B113,146.41000902518124,OSM existing,,False
w305389402,305389402,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B112-BLD0005,W08,W08-B112,119.30366087226186,OSM existing,,False
w305389407,305389407,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee,,brick,1,Ganta,W08-B112-BLD0006,W08,W08-B112,140.34260932755825,OSM existing,,False
w305389408,305389408,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,John Wesley Pearson School Auditorium (Assembly Hall),,,brick,1,Ganta,W09-B137-BLD0004,W09,W09-B137,664.9974615987401,OSM existing,,False
w305389410,305389410,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B040-BLD0006,W08,W08-B040,140.14540107779055,OSM existing,,False
w305389417,305389417,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B040-BLD0007,W08,W08-B040,75.0023692169043,OSM existing,,False
w305389419,305389419,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B113-BLD0002,W08,W08-B113,54.81789616152301,OSM existing,,False
w305389422,305389422,way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,1,Ganta,W09-B130-BLD0004,W09,W09-B130,93.49782421163971,OSM existing,,False
w305389425,305389425,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B133-BLD0003,W09,W09-B133,75.78471692896969,OSM existing,,False
w305389428,305389428,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,,Ganta,W08-B178-BLD0003,W08,W08-B178,127.98622267526997,OSM existing,,False
w305389431,305389431,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,1,Ganta,W08-B165-BLD0001,W08,W08-B165,303.38248128778287,OSM existing,,False
w305389433,305389433,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B058-BLD0004,W09,W09-B058,141.66740201202097,OSM existing,,False
w305389436,305389436,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,1,Ganta,W09-B080-BLD0002,W09,W09-B080,191.90652788119493,OSM existing,,False
w305389437,305389437,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B142-BLD0001,W09,W09-B142,103.6135069665836,OSM existing,,False
w305389438,305389438,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B038-BLD0005,W09,W09-B038,96.97765667666086,OSM existing,,False
w305389442,305389442,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B145-BLD0002,W09,W09-B145,130.2972599674216,OSM existing,,False
w305389443,305389443,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,,Ganta,W08-B178-BLD0004,W08,W08-B178,114.43432993923884,OSM existing,,False
w305389444,305389444,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B051-BLD0002,W09,W09-B051,236.1043155043256,OSM existing,,False
w305389445,305389445,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B053-BLD0002,W09,W09-B053,101.57699510151102,OSM existing,,False
w305389447,305389447,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B147-BLD0003,W09,W09-B147,46.664369860687245,OSM existing,,False
w305389454,305389454,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,1,Ganta,W08-B165-BLD0002,W08,W08-B165,103.60745111991588,OSM existing,,False
w305389456,305389456,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B145-BLD0003,W09,W09-B145,229.4084879950181,OSM existing,,False
w305389462,305389462,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W08-B006-BLD0002,W08,W08-B006,57.90310877799377,OSM existing,,False
w305389469,305389469,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta,W09-B147-BLD0004,W09,W09-B147,193.69503373293458,OSM existing,,False
w305389475,305389475,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gboyee Community Road,,brick,1,Ganta,W08-B112-BLD0007,W08,W08-B112,105.47327806654562,OSM existing,,False
w305389479,305389479,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Town community,,brick,1,Ganta,W08-B193-BLD0002,W08,W08-B193,53.3674363346275,OSM existing,,False
w305389481,305389481,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B006-BLD0003,W08,W08-B006,80.87991951297938,OSM existing,,False
w305389497,305389497,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Town community,,brick,1,Ganta,W08-B193-BLD0003,W08,W08-B193,59.68301462700088,OSM existing,,False
w305389498,305389498,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B051-BLD0003,W09,W09-B051,253.70464223985192,OSM existing,,False
w305389499,305389499,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B040-BLD0008,W08,W08-B040,123.68328388052177,OSM existing,,False
w305389500,305389500,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Town community,,brick,1,Ganta,W08-B113-BLD0003,W08,W08-B113,106.90988893023435,OSM existing,,False
w305389504,305389504,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Town community,,brick,1,Ganta,W08-B074-BLD0002,W08,W08-B074,118.24077712812682,OSM existing,,False
w305389506,305389506,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gboyee Community Road,,brick,1,Ganta,W08-B040-BLD0009,W08,W08-B040,94.9870576854337,OSM existing,,False
w305389509,305389509,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B147-BLD0005,W09,W09-B147,89.34482947282741,OSM existing,,False
w305389512,305389512,way,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We 17:00-20:00; Su 08:00-10:00; Mo-Fr 12:00-14:00,christian,,,,,,,,,,,,,place_of_worship,,Christian Fellowship Church,,,brick,1,Ganta,W09-B053-BLD0003,W09,W09-B053,206.72793174047797,OSM existing,,True
w305389513,305389513,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B051-BLD0004,W09,W09-B051,225.1441758700213,OSM existing,,False
w305389524,305389524,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B038-BLD0006,W09,W09-B038,266.858394532311,OSM existing,,False
w305389528,305389528,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,flush,permissive,no,,,,,,,,toilets,,,Jacob Town community,,,1,Ganta,W08-B032-BLD0001,W08,W08-B032,265.9740744506787,OSM existing,,False
w305724274,305724274,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W05-B001-BLD0014,W05,W05-B001,84.84909549896463,OSM existing,,True
w305724300,305724300,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W05-B001-BLD0015,W05,W05-B001,81.6990381997931,OSM existing,,True
w305724332,305724332,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W05-B001-BLD0016,W05,W05-B001,58.129486360215665,OSM existing,,True
